emp_id,name,hire_date,employment_type,country,jurisdiction,role,base_monthly_pay,flsa_status,ot_eligible,department,is_ghost,birth_date
EMP-01650,Jordan Rogers,2022-07-07,full_time,USA,IL,Operations_Manager,5625,exempt,False,Engineering,False,1978-02-11
EMP-01651,Aiden Edwards,2020-05-07,full_time,USA,CA,Payroll_Administrator,6482,exempt,False,Sales,False,1996-10-26
EMP-01652,Lily White,2018-10-22,full_time,USA,WA,Sales_Representative,7053,nonexempt,True,Operations,False,1966-08-27
EMP-01653,Layla Harris,2019-09-25,full_time,USA,MA,Software_Engineer,8756,exempt,False,Operations,False,1988-10-07
EMP-01654,Ava Nelson,2019-05-07,full_time,USA,WA,HR_Specialist,5664,nonexempt,True,Engineering,False,1983-01-14
EMP-01655,Mateo White,2021-01-08,full_time,USA,MA,Sales_Representative,13444,nonexempt,True,Operations,False,2001-04-02
EMP-01656,Benjamin Scott,2023-08-26,full_time,USA,FL,HR_Specialist,9187,nonexempt,True,Engineering,False,1988-07-13
EMP-01657,Joseph Green,2019-02-07,full_time,USA,NY,Operations_Manager,7059,exempt,False,Finance,False,1974-07-14
EMP-01658,Amelia Thompson,2018-05-07,full_time,USA,NY,Product_Manager,9348,exempt,False,Finance,False,1969-05-19
EMP-01659,David Edwards,2023-06-23,full_time,USA,WA,Analyst,4224,nonexempt,True,Finance,False,1976-09-27
EMP-01660,Sofia Thompson,2021-01-05,full_time,USA,WA,Product_Manager,5354,exempt,False,Engineering,False,1970-04-20
EMP-01661,Emily Clark,2022-12-12,full_time,USA,NY,Operations_Manager,10931,exempt,False,Finance,False,1985-07-14
EMP-01662,Ella Hill,2019-07-18,full_time,USA,NY,Sales_Representative,7843,nonexempt,True,HR,False,1970-12-28
EMP-01663,Kevin Carter,2020-03-06,full_time,USA,NJ,Payroll_Administrator,10512,exempt,False,Engineering,False,1988-03-15
EMP-01664,Daniel Thomas,2020-07-03,full_time,USA,TX,Software_Engineer,5925,exempt,False,HR,False,1999-11-05
EMP-01665,Sofia Martinez,2018-09-21,full_time,USA,FL,HR_Specialist,7987,nonexempt,True,Operations,False,1972-07-24
EMP-01666,Evelyn Wilson,2018-12-03,full_time,USA,NJ,Software_Engineer,10766,exempt,False,Sales,False,1981-01-12
EMP-01667,Nora Green,2022-07-25,full_time,USA,IL,Analyst,12822,nonexempt,True,Operations,False,1970-06-06
EMP-01668,Maya Lewis,2023-05-04,full_time,USA,FL,Operations_Manager,11019,exempt,False,Engineering,False,2001-04-12
EMP-01669,Samuel Turner,2018-10-13,full_time,USA,CA,Operations_Manager,13445,exempt,False,Sales,False,1992-09-10
EMP-01670,Joseph Adams,2020-11-25,full_time,USA,NY,Software_Engineer,10098,exempt,False,Finance,False,2003-03-09
EMP-01671,Sofia King,2022-03-13,full_time,USA,NY,Sales_Representative,5902,nonexempt,True,Finance,False,2000-03-06
EMP-01672,Owen Allen,2019-05-28,full_time,USA,IL,Sales_Representative,10514,nonexempt,True,Operations,False,1989-08-16
EMP-01673,Joseph Stewart,2022-09-30,full_time,USA,CA,Product_Manager,6297,exempt,False,Sales,False,1991-10-11
EMP-01674,Chloe Campbell,2020-02-03,full_time,USA,CA,Product_Manager,12582,exempt,False,HR,False,1981-05-02
EMP-01675,Aiden Clark,2018-09-30,full_time,USA,TX,Operations_Manager,3828,exempt,False,Sales,False,1966-01-16
EMP-01676,Jordan Thomas,2019-08-28,full_time,USA,TX,HR_Specialist,12660,nonexempt,True,Operations,False,1997-08-06
EMP-01677,Ava Adams,2023-05-09,full_time,USA,IL,Sales_Representative,5528,nonexempt,True,HR,False,1971-04-18
EMP-01678,Harper Lee,2020-10-17,full_time,USA,FL,Operations_Manager,5112,exempt,False,Sales,False,1978-10-28
EMP-01679,Maya Turner,2021-03-26,full_time,USA,CA,Analyst,7542,nonexempt,True,Finance,False,1990-02-25
EMP-01680,Jordan Thompson,2021-01-15,full_time,USA,CA,Payroll_Administrator,6189,exempt,False,HR,False,1988-08-05
EMP-01681,Mateo Nelson,2020-09-12,full_time,USA,NJ,Payroll_Administrator,6525,exempt,False,Finance,False,2003-02-17
EMP-01682,Arjun Brown,2022-06-29,full_time,USA,TX,HR_Specialist,13398,nonexempt,True,Sales,False,1986-04-05
EMP-01683,Benjamin Evans,2019-03-24,full_time,USA,FL,HR_Specialist,10135,nonexempt,True,HR,False,1996-03-13
EMP-01684,Michael Williams,2023-12-14,full_time,USA,TX,Operations_Manager,6918,exempt,False,Sales,False,1967-07-02
EMP-01685,Maya Davis,2018-05-11,full_time,USA,NY,Sales_Representative,11180,nonexempt,True,Engineering,False,1996-06-06
EMP-01686,Leah Chen,2024-04-03,full_time,USA,IL,HR_Specialist,8865,nonexempt,True,HR,False,1981-06-05
EMP-01687,Olivia Parker,2019-03-03,full_time,USA,MA,HR_Specialist,9307,nonexempt,True,Operations,False,1983-05-13
EMP-01688,Leah Davis,2020-02-21,full_time,USA,NY,Payroll_Administrator,3822,exempt,False,Operations,False,1980-08-05
EMP-01689,Priya Sanchez,2018-09-07,full_time,USA,NY,Operations_Manager,4259,exempt,False,Engineering,False,1976-07-10
EMP-01690,Ava Nelson,2024-03-29,full_time,USA,IL,Payroll_Administrator,10372,exempt,False,Finance,False,1981-07-17
EMP-01691,Morgan Young,2020-03-14,full_time,USA,TX,Product_Manager,11100,exempt,False,Engineering,False,1992-11-11
EMP-01692,Leah Johnson,2021-07-03,full_time,USA,NY,Payroll_Administrator,7077,exempt,False,Operations,False,1979-07-09
EMP-01693,James Johnson,2019-03-09,full_time,USA,TX,Operations_Manager,4707,exempt,False,Sales,False,1984-11-04
EMP-01694,Victoria Mitchell,2023-12-28,full_time,USA,CA,Software_Engineer,11153,exempt,False,Operations,False,1998-03-29
EMP-01695,Owen Allen,2018-01-31,full_time,USA,FL,Payroll_Administrator,9837,exempt,False,Engineering,False,1983-07-14
EMP-01696,Alexander Carter,2022-10-11,full_time,USA,WA,HR_Specialist,10960,nonexempt,True,Operations,False,1974-08-12
EMP-01697,Isabella Patel,2019-08-18,full_time,USA,NY,Payroll_Administrator,12892,exempt,False,Operations,False,1976-08-26
EMP-01698,Priya Nelson,2021-01-16,full_time,USA,NJ,Sales_Representative,6525,nonexempt,True,Finance,False,1995-03-16
EMP-01699,Daniel Collins,2023-12-19,full_time,USA,WA,Payroll_Administrator,5184,exempt,False,Operations,False,1972-01-13
EMP-01700,Emma Smith,2018-04-24,full_time,USA,NY,Payroll_Administrator,12289,exempt,False,Sales,False,1982-02-22
EMP-01701,Michael Jackson,2020-01-10,full_time,USA,MA,Operations_Manager,13064,exempt,False,Finance,False,1970-11-11
EMP-01702,Isaac Thompson,2018-04-30,full_time,USA,FL,HR_Specialist,4637,nonexempt,True,HR,False,1993-07-01
EMP-01703,Megan Patel,2021-10-11,full_time,USA,NJ,Product_Manager,13190,exempt,False,Finance,False,1974-07-15
EMP-01704,Liam Hill,2023-01-09,full_time,USA,NY,Analyst,8869,nonexempt,True,Engineering,False,1969-08-23
EMP-01705,Alexander Nelson,2022-02-13,full_time,USA,TX,HR_Specialist,6458,nonexempt,True,Sales,False,1967-04-13
EMP-01706,Maya Adams,2020-11-14,full_time,USA,IL,Software_Engineer,4738,exempt,False,Sales,False,1974-12-04
EMP-01707,Olivia Nelson,2021-10-06,full_time,USA,TX,Product_Manager,6059,exempt,False,Engineering,False,1990-01-27
EMP-01708,Priya Young,2018-07-30,full_time,USA,NJ,Payroll_Administrator,7958,exempt,False,HR,False,1971-12-07
EMP-01709,Liam Jackson,2022-11-05,full_time,USA,NJ,Operations_Manager,7617,exempt,False,Sales,False,1971-06-20
EMP-01710,Henry Patel,2021-10-30,full_time,USA,FL,Software_Engineer,12698,exempt,False,Finance,False,1971-02-19
EMP-01711,Elijah White,2020-02-27,full_time,USA,IL,Payroll_Administrator,7027,exempt,False,Sales,False,1993-11-29
EMP-01712,Sofia Martinez,2019-11-04,full_time,USA,WA,HR_Specialist,9649,nonexempt,True,Finance,False,1971-01-27
EMP-01713,Leah Carter,2020-10-20,full_time,USA,CA,Operations_Manager,11803,exempt,False,Operations,False,2000-06-26
EMP-01714,Aiden Evans,2019-10-13,full_time,USA,NY,Software_Engineer,8816,exempt,False,Sales,False,1990-03-08
EMP-01715,Daniel Smith,2022-06-12,full_time,USA,NY,Payroll_Administrator,5785,exempt,False,Finance,False,1980-02-02
EMP-01716,Leah Brown,2023-05-16,full_time,USA,MA,Analyst,5218,nonexempt,True,Operations,False,1967-03-17
EMP-01717,Kevin Thompson,2018-06-02,full_time,USA,FL,Analyst,12772,nonexempt,True,Operations,False,1977-06-30
EMP-01718,Isaac Allen,2023-05-31,full_time,USA,FL,Product_Manager,3558,exempt,False,Operations,False,1979-11-20
EMP-01719,Alexander Wright,2019-01-01,full_time,USA,NJ,Software_Engineer,6505,exempt,False,HR,False,1983-04-11
EMP-01720,Liam Smith,2019-03-28,full_time,USA,MA,Payroll_Administrator,12277,exempt,False,Operations,False,1969-04-20
EMP-01721,Owen Martin,2021-04-23,full_time,USA,TX,Product_Manager,8959,exempt,False,Finance,False,1983-02-07
EMP-01722,Daniel Stewart,2023-10-02,full_time,USA,FL,Analyst,13171,nonexempt,True,Finance,False,2002-02-27
EMP-01723,Leah Harris,2019-08-28,full_time,USA,MA,Analyst,7557,nonexempt,True,Finance,False,1971-03-28
EMP-01724,Chloe Moore,2018-01-12,full_time,USA,IL,Product_Manager,13296,exempt,False,HR,False,1974-04-30
EMP-01725,Samuel Lewis,2022-11-30,full_time,USA,IL,Operations_Manager,3792,exempt,False,Finance,False,1995-11-03
EMP-01726,Daniel Roberts,2024-11-04,full_time,USA,FL,Operations_Manager,10898,exempt,False,Finance,False,1995-09-30
EMP-01727,Olivia Perez,2023-11-12,full_time,USA,MA,Software_Engineer,5291,exempt,False,Operations,False,1992-09-30
EMP-01728,Samuel Roberts,2020-09-14,full_time,USA,NY,Software_Engineer,3613,exempt,False,Operations,False,1991-08-29
EMP-01729,Olivia Hall,2023-09-27,full_time,USA,WA,Analyst,7389,nonexempt,True,Finance,False,1968-10-30
EMP-01730,Harper Hill,2021-12-17,full_time,USA,FL,Software_Engineer,5691,exempt,False,HR,False,1983-06-07
EMP-01731,Morgan Wilson,2023-05-14,full_time,USA,CA,Payroll_Administrator,5706,exempt,False,Sales,False,2003-10-07
EMP-01732,Layla Lewis,2024-05-03,full_time,USA,MA,HR_Specialist,3820,nonexempt,True,Sales,False,1987-08-12
EMP-01733,Jordan Perez,2018-12-16,full_time,USA,IL,Operations_Manager,6191,exempt,False,HR,False,1968-10-06
EMP-01734,Charlotte Nelson,2022-07-03,full_time,USA,NY,Software_Engineer,8773,exempt,False,Sales,False,1976-06-15
EMP-01735,Priya Mitchell,2022-04-28,full_time,USA,NY,Sales_Representative,10534,nonexempt,True,Finance,False,1999-01-07
EMP-01736,Priya Clark,2018-01-09,full_time,USA,IL,Payroll_Administrator,11357,exempt,False,HR,False,1992-12-06
EMP-01737,Emily Edwards,2020-04-02,full_time,USA,FL,Sales_Representative,8683,nonexempt,True,Sales,False,1997-11-30
EMP-01738,Ethan Rogers,2024-06-28,full_time,USA,MA,Payroll_Administrator,12396,exempt,False,HR,False,1984-02-04
EMP-01739,Elijah Wilson,2023-02-08,full_time,USA,MA,Sales_Representative,10038,nonexempt,True,HR,False,1992-09-13
EMP-01740,Benjamin Allen,2019-02-06,full_time,USA,TX,Analyst,9254,nonexempt,True,Operations,False,1970-07-23
EMP-01741,Elijah Young,2018-12-23,full_time,USA,NJ,Software_Engineer,5006,exempt,False,Engineering,False,1965-04-26
EMP-01742,Harper Garcia,2020-06-29,full_time,USA,NJ,Sales_Representative,5682,nonexempt,True,HR,False,2000-04-10
EMP-01743,Elijah Turner,2023-06-01,full_time,USA,FL,Operations_Manager,7244,exempt,False,Finance,False,2001-10-26
EMP-01744,Lily Martinez,2018-10-25,full_time,USA,IL,Payroll_Administrator,11289,exempt,False,Engineering,False,1977-09-26
EMP-01745,Sofia Wilson,2022-10-16,full_time,USA,MA,HR_Specialist,5919,nonexempt,True,Operations,False,1972-12-26
EMP-01746,Daniel Edwards,2018-07-29,full_time,USA,NJ,Sales_Representative,3916,nonexempt,True,Sales,False,1988-04-21
EMP-01747,Maya Baker,2024-06-21,full_time,USA,TX,HR_Specialist,6550,nonexempt,True,Finance,False,1983-01-09
EMP-01748,Evelyn Garcia,2020-12-19,full_time,USA,CA,Analyst,5343,nonexempt,True,Sales,False,1971-10-29
EMP-01749,Mateo King,2022-01-03,full_time,USA,WA,Payroll_Administrator,6336,exempt,False,Sales,False,1990-08-12
EMP-01750,Owen Carter,2023-10-15,full_time,USA,FL,Software_Engineer,3832,exempt,False,Sales,False,1988-03-27
EMP-01751,Samuel Baker,2021-11-17,full_time,USA,NY,HR_Specialist,13821,nonexempt,True,Finance,False,1998-01-20
EMP-01752,Olivia Adams,2021-03-14,full_time,USA,NY,Payroll_Administrator,11176,exempt,False,Engineering,False,1966-11-30
EMP-01753,Sebastian Hill,2021-11-26,full_time,USA,TX,Payroll_Administrator,8932,exempt,False,Finance,False,1995-02-28
EMP-01754,Sebastian Perez,2021-09-07,full_time,USA,IL,Product_Manager,13521,exempt,False,Engineering,False,1993-05-15
EMP-01755,Megan Chen,2019-07-28,full_time,USA,TX,Software_Engineer,13683,exempt,False,Engineering,False,1979-02-19
EMP-01756,Maya Stewart,2018-08-05,full_time,USA,NY,HR_Specialist,9535,nonexempt,True,HR,False,1979-03-20
EMP-01757,Grace Jackson,2024-04-10,full_time,USA,NY,Payroll_Administrator,9707,exempt,False,Engineering,False,1998-01-26
EMP-01758,Evelyn Williams,2024-02-27,full_time,USA,CA,Operations_Manager,11853,exempt,False,HR,False,1975-03-23
EMP-01759,Jordan Phillips,2018-07-31,full_time,USA,NJ,Operations_Manager,9153,exempt,False,HR,False,1995-07-17
EMP-01760,Owen Garcia,2023-12-31,full_time,USA,FL,Operations_Manager,4428,exempt,False,Finance,False,1993-08-14
EMP-01761,Isabella Brown,2024-11-13,full_time,USA,IL,Product_Manager,11934,exempt,False,HR,False,1969-05-29
EMP-01762,Allison Walker,2021-04-16,full_time,USA,TX,Sales_Representative,8718,nonexempt,True,Operations,False,1984-12-28
EMP-01763,Megan Harris,2019-05-11,full_time,USA,MA,Product_Manager,12182,exempt,False,Engineering,False,1971-12-08
EMP-01764,Ava Lewis,2019-10-17,full_time,USA,NY,HR_Specialist,8323,nonexempt,True,Finance,False,1977-10-24
EMP-01765,Arjun Martin,2018-10-15,full_time,USA,NY,Operations_Manager,13666,exempt,False,Engineering,False,1969-03-22
EMP-01766,Arjun Young,2022-06-21,full_time,USA,TX,Analyst,13309,nonexempt,True,Engineering,False,1976-02-17
EMP-01767,Jordan Johnson,2021-02-03,full_time,USA,NY,Analyst,11492,nonexempt,True,HR,False,1991-06-15
EMP-01768,Morgan Martin,2024-11-11,full_time,USA,MA,Software_Engineer,4324,exempt,False,Operations,False,1972-09-10
EMP-01769,Leah Brown,2021-07-18,full_time,USA,IL,Payroll_Administrator,11499,exempt,False,Engineering,False,1984-10-15
EMP-01770,Noah Carter,2019-05-20,full_time,USA,IL,Sales_Representative,7334,nonexempt,True,HR,False,1993-11-02
EMP-01771,Emily Perez,2023-04-13,full_time,USA,NJ,Product_Manager,13607,exempt,False,Operations,False,1985-01-16
EMP-01772,Evelyn Smith,2023-04-25,full_time,USA,TX,Payroll_Administrator,4796,exempt,False,Sales,False,1994-11-17
EMP-01773,Henry Lewis,2019-10-31,full_time,USA,TX,Analyst,7235,nonexempt,True,Operations,True,1989-03-17
EMP-01774,Grace Phillips,2018-10-22,full_time,USA,TX,Sales_Representative,3519,nonexempt,True,HR,False,1992-05-12
EMP-01775,Leah Adams,2024-01-19,full_time,USA,MA,Product_Manager,13883,exempt,False,HR,False,1981-12-28
EMP-01776,Aiden Harris,2019-08-14,full_time,USA,TX,Operations_Manager,7318,exempt,False,Finance,False,2001-08-31
EMP-01777,David White,2021-02-15,full_time,USA,NJ,Software_Engineer,13375,exempt,False,Operations,False,1969-07-27
EMP-01778,Sebastian Patel,2024-01-28,full_time,USA,NY,HR_Specialist,10616,nonexempt,True,HR,False,1973-07-23
EMP-01779,Layla Collins,2022-05-27,full_time,USA,NJ,Analyst,12222,nonexempt,True,Engineering,False,1992-01-09
EMP-01780,Grace Moore,2021-06-24,full_time,USA,IL,Software_Engineer,5509,exempt,False,Finance,False,1991-05-15
EMP-01781,Priya Harris,2024-07-31,full_time,USA,WA,Sales_Representative,10991,nonexempt,True,Engineering,False,1995-06-27
EMP-01782,Abigail Martinez,2021-02-17,full_time,USA,FL,Operations_Manager,12529,exempt,False,HR,False,2003-01-26
EMP-01783,Grace Allen,2018-01-02,full_time,USA,MA,Software_Engineer,8256,exempt,False,Operations,False,1994-05-28
EMP-01784,Joseph Chen,2023-11-02,full_time,USA,FL,HR_Specialist,4201,nonexempt,True,HR,False,1979-08-15
EMP-01785,James Johnson,2018-04-02,full_time,USA,TX,Operations_Manager,5953,exempt,False,Sales,False,1985-04-30
EMP-01786,Abigail Smith,2019-03-20,full_time,USA,CA,Product_Manager,5408,exempt,False,HR,False,1987-07-25
EMP-01787,Lily Martin,2024-06-16,full_time,USA,WA,HR_Specialist,13638,nonexempt,True,Finance,False,1982-01-14
EMP-01788,Amelia Baker,2024-03-19,full_time,USA,MA,Operations_Manager,6843,exempt,False,Sales,False,1973-06-16
EMP-01789,Ava Evans,2021-07-16,full_time,USA,IL,Operations_Manager,13538,exempt,False,Sales,False,1978-09-12
EMP-01790,Evelyn Garcia,2021-03-31,full_time,USA,NJ,Operations_Manager,9065,exempt,False,HR,False,1968-05-23
EMP-01791,Elijah Martinez,2020-05-23,full_time,USA,NJ,HR_Specialist,11536,nonexempt,True,Sales,False,1991-04-06
EMP-01792,Chloe Scott,2019-01-15,full_time,USA,FL,HR_Specialist,6213,nonexempt,True,Finance,False,1984-03-27
EMP-01793,Michael Taylor,2019-07-14,full_time,USA,CA,Sales_Representative,10477,nonexempt,True,Sales,False,1967-10-27
EMP-01794,Allison Clark,2021-08-30,full_time,USA,NY,Product_Manager,13757,exempt,False,Finance,False,1982-06-09
EMP-01795,Owen Harris,2024-05-25,full_time,USA,TX,Operations_Manager,11800,exempt,False,HR,False,1986-03-20
EMP-01796,Daniel Wilson,2021-11-27,full_time,USA,WA,Software_Engineer,8677,exempt,False,Finance,False,1981-12-12
EMP-01797,Arjun Davis,2021-09-07,full_time,USA,WA,Analyst,9394,nonexempt,True,Finance,False,1991-03-30
EMP-01798,Jack Chen,2019-09-09,full_time,USA,FL,Sales_Representative,12499,nonexempt,True,Sales,False,1990-01-15
EMP-01799,Alexander Anderson,2023-06-11,full_time,USA,TX,Analyst,6559,nonexempt,True,Operations,False,1994-06-19
EMP-01800,Daniel Williams,2022-07-16,full_time,USA,FL,Sales_Representative,8183,nonexempt,True,Finance,False,1984-06-22
EMP-01801,Owen White,2020-07-21,full_time,USA,NJ,Product_Manager,5271,exempt,False,Engineering,False,1989-05-04
EMP-01802,Leah Perez,2023-11-25,full_time,USA,IL,Product_Manager,10821,exempt,False,Engineering,False,1986-08-05
EMP-01803,Arjun Harris,2024-07-06,full_time,USA,WA,Analyst,5226,nonexempt,True,Sales,False,1970-07-23
EMP-01804,David Hall,2019-02-22,full_time,USA,NJ,Analyst,5611,nonexempt,True,Finance,False,1999-02-17
EMP-01805,Layla Thompson,2021-06-27,full_time,USA,TX,HR_Specialist,6622,nonexempt,True,Sales,False,1986-03-04
EMP-01806,David Parker,2024-03-27,full_time,USA,NY,Sales_Representative,11746,nonexempt,True,Operations,False,1983-05-26
EMP-01807,Noah Hill,2021-06-25,full_time,USA,IL,Analyst,6297,nonexempt,True,HR,False,2003-04-25
EMP-01808,James Wright,2020-07-16,full_time,USA,CA,Payroll_Administrator,5160,exempt,False,HR,False,1978-01-21
EMP-01809,Ella Sanchez,2020-01-05,full_time,USA,NY,Payroll_Administrator,12447,exempt,False,Finance,False,1983-03-21
EMP-01810,Daniel Carter,2021-01-03,full_time,USA,NY,Operations_Manager,12757,exempt,False,HR,False,1974-12-08
EMP-01811,Joseph Morris,2019-01-08,full_time,USA,NY,Analyst,10918,nonexempt,True,HR,False,1994-02-27
EMP-01812,Grace Clark,2019-12-31,full_time,USA,NY,Product_Manager,8830,exempt,False,Finance,False,1988-06-24
EMP-01813,Liam Lee,2018-10-21,full_time,USA,WA,Payroll_Administrator,8784,exempt,False,Finance,False,1967-08-23
EMP-01814,Ava Johnson,2020-10-21,full_time,USA,CA,Software_Engineer,8913,exempt,False,Finance,False,1996-06-01
EMP-01815,Zoe Parker,2021-11-05,full_time,USA,CA,Sales_Representative,4559,nonexempt,True,Sales,False,1995-07-06
EMP-01816,Victoria Anderson,2020-01-02,full_time,USA,CA,Sales_Representative,9399,nonexempt,True,Operations,False,1981-03-30
EMP-01817,Jordan Taylor,2018-05-18,full_time,USA,CA,Analyst,10853,nonexempt,True,Sales,False,1997-11-29
EMP-01818,Noah Evans,2018-08-30,full_time,USA,CA,Operations_Manager,12438,exempt,False,Engineering,False,1977-01-05
EMP-01819,Olivia Jackson,2023-03-03,full_time,USA,MA,Operations_Manager,5904,exempt,False,Engineering,False,1971-01-01
EMP-01820,Isaac Edwards,2023-10-13,full_time,USA,IL,Operations_Manager,13349,exempt,False,Sales,False,1984-01-17
EMP-01821,Isaac Young,2021-08-03,full_time,USA,FL,Payroll_Administrator,6927,exempt,False,Sales,False,1991-05-30
EMP-01822,Lily Walker,2022-04-03,full_time,USA,CA,Software_Engineer,4623,exempt,False,Finance,False,1987-09-18
EMP-01823,Megan Lewis,2018-12-15,full_time,USA,NY,Operations_Manager,9867,exempt,False,HR,False,1984-12-10
EMP-01824,Victoria Moore,2019-12-18,full_time,USA,WA,Software_Engineer,6639,exempt,False,Sales,False,2003-03-18
EMP-01825,Mateo Roberts,2019-03-13,full_time,USA,CA,Payroll_Administrator,8060,exempt,False,Operations,False,1976-08-14
EMP-01826,Liam Young,2022-05-25,full_time,USA,NY,Payroll_Administrator,4678,exempt,False,Sales,False,1968-09-21
EMP-01827,Morgan Turner,2019-12-06,full_time,USA,CA,Software_Engineer,5788,exempt,False,Engineering,False,1976-03-26
EMP-01828,Henry Scott,2018-10-01,full_time,USA,CA,Analyst,3900,nonexempt,True,Sales,False,1978-12-03
EMP-01829,Leah Thomas,2024-10-26,full_time,USA,NY,HR_Specialist,3878,nonexempt,True,Finance,False,1967-04-24
EMP-01830,Layla Sanchez,2023-10-26,full_time,USA,NJ,Payroll_Administrator,8767,exempt,False,Sales,False,1986-07-27
EMP-01831,Kevin Collins,2022-06-20,full_time,USA,IL,Payroll_Administrator,13802,exempt,False,Finance,False,1970-11-21
EMP-01832,Joseph Garcia,2022-04-08,full_time,USA,TX,Operations_Manager,8267,exempt,False,Engineering,False,1968-11-12
EMP-01833,Owen Allen,2023-08-24,full_time,USA,TX,Payroll_Administrator,8343,exempt,False,Engineering,False,1981-02-14
EMP-01834,Sofia Anderson,2021-09-23,full_time,USA,FL,Product_Manager,4263,exempt,False,Operations,False,1972-05-27
EMP-01835,Hannah Johnson,2024-11-01,full_time,USA,WA,Operations_Manager,7741,exempt,False,Operations,False,1968-10-05
EMP-01836,David Collins,2023-03-17,full_time,USA,TX,Sales_Representative,13973,nonexempt,True,Sales,False,1970-02-04
EMP-01837,Owen Anderson,2020-12-25,full_time,USA,WA,Analyst,13530,nonexempt,True,Operations,False,1966-07-26
EMP-01838,Hannah Moore,2020-03-29,full_time,USA,MA,Sales_Representative,4146,nonexempt,True,Finance,False,1977-04-05
EMP-01839,David White,2023-10-30,full_time,USA,NJ,Analyst,10720,nonexempt,True,Finance,False,1997-01-13
EMP-01840,Owen King,2020-04-24,full_time,USA,NJ,Payroll_Administrator,4238,exempt,False,HR,False,1965-10-21
EMP-01841,Grace Johnson,2018-10-01,full_time,USA,CA,Analyst,5089,nonexempt,True,Sales,False,1977-07-17
EMP-01842,Abigail Green,2022-10-31,full_time,USA,CA,Operations_Manager,3809,exempt,False,HR,False,1988-01-28
EMP-01843,Maya Jackson,2021-11-30,full_time,USA,IL,Analyst,8669,nonexempt,True,Finance,False,1973-06-23
EMP-01844,Leah Anderson,2023-11-04,full_time,USA,MA,HR_Specialist,6233,nonexempt,True,Sales,False,1973-06-23
EMP-01845,Noah Phillips,2022-07-13,full_time,USA,FL,Payroll_Administrator,8929,exempt,False,HR,False,1984-08-02
EMP-01846,Ava Kumar,2020-05-01,full_time,USA,TX,Payroll_Administrator,6152,exempt,False,Finance,False,1997-12-23
EMP-01847,Charlotte Williams,2019-07-11,full_time,USA,MA,Operations_Manager,6656,exempt,False,Operations,False,1989-01-18
EMP-01848,Olivia Perez,2023-05-02,full_time,USA,IL,Operations_Manager,5045,exempt,False,Operations,False,1994-02-03
EMP-01849,Amelia Davis,2022-01-18,full_time,USA,MA,Software_Engineer,10257,exempt,False,Engineering,False,1989-01-06
EMP-01850,Chloe Phillips,2022-10-10,full_time,USA,MA,HR_Specialist,11827,nonexempt,True,Operations,False,1965-10-04
EMP-01851,Evelyn Clark,2018-01-09,full_time,USA,CA,HR_Specialist,5213,nonexempt,True,Sales,False,1976-09-29
EMP-01852,Elijah Moore,2018-11-12,full_time,USA,MA,Software_Engineer,13691,exempt,False,HR,False,1982-04-27
EMP-01853,Evelyn Allen,2022-12-16,full_time,USA,WA,Analyst,12368,nonexempt,True,Finance,False,1980-11-07
EMP-01854,James Wright,2019-09-26,full_time,USA,WA,Sales_Representative,7626,nonexempt,True,Operations,False,1988-03-16
EMP-01855,Ella Parker,2018-04-14,full_time,USA,WA,Analyst,11617,nonexempt,True,Sales,False,2000-10-01
EMP-01856,Michael Roberts,2018-11-28,full_time,USA,TX,Product_Manager,7711,exempt,False,HR,False,2001-05-28
EMP-01857,Isaac Chen,2023-08-31,full_time,USA,NJ,Sales_Representative,8490,nonexempt,True,Operations,False,2001-12-18
EMP-01858,Leah Roberts,2022-08-25,full_time,USA,CA,Software_Engineer,4557,exempt,False,HR,False,1979-05-18
EMP-01859,Michael Taylor,2018-10-05,full_time,USA,MA,Payroll_Administrator,10148,exempt,False,Finance,False,1974-07-10
EMP-01860,Elijah White,2018-05-03,full_time,USA,FL,Analyst,10167,nonexempt,True,Engineering,False,1984-02-22
EMP-01861,Chloe Green,2023-11-10,full_time,USA,MA,Software_Engineer,13405,exempt,False,Sales,False,1968-08-25
EMP-01862,Hannah Walker,2024-02-25,full_time,USA,NJ,Operations_Manager,3532,exempt,False,Sales,False,1988-10-17
EMP-01863,Victoria Collins,2024-04-09,full_time,USA,TX,Product_Manager,8298,exempt,False,Finance,False,1996-01-14
EMP-01864,Ava Wilson,2021-08-03,full_time,USA,WA,Payroll_Administrator,4734,exempt,False,HR,False,1971-11-11
EMP-01865,Samuel Chen,2018-03-15,full_time,USA,FL,Payroll_Administrator,10048,exempt,False,Sales,False,1965-02-11
EMP-01866,Harper Thompson,2019-02-23,full_time,USA,IL,HR_Specialist,11526,nonexempt,True,Sales,False,2002-12-22
EMP-01867,Joseph Lee,2022-08-02,full_time,USA,NY,Product_Manager,3673,exempt,False,Finance,False,1994-07-16
EMP-01868,Lucas Scott,2024-09-15,full_time,USA,IL,Product_Manager,13519,exempt,False,Sales,False,1994-07-11
EMP-01869,Abigail Kumar,2023-05-12,full_time,USA,NJ,Software_Engineer,4540,exempt,False,Sales,False,1984-09-28
EMP-01870,Priya Stewart,2019-11-18,full_time,USA,CA,Software_Engineer,12166,exempt,False,Operations,False,1974-12-01
EMP-01871,Allison Wilson,2018-04-08,full_time,USA,IL,HR_Specialist,4481,nonexempt,True,Sales,False,1997-07-02
EMP-01872,Allison Brown,2024-08-21,full_time,USA,IL,Payroll_Administrator,6670,exempt,False,Sales,False,1979-04-12
