emp_id,name,hire_date,employment_type,country,jurisdiction,role,base_monthly_pay,flsa_status,ot_eligible,department,is_ghost
EMP-00243,Brent Clay Jr.,2023-09-17,expatriate,India,federal,Operations_Staff,3854,non_exempt,True,Operations,False
EMP-00244,Natalie Bautista,2023-07-16,expatriate,Singapore,WA,Software_Engineer,8815,exempt,False,Finance,False
EMP-00245,Brittany Perry,2021-12-08,full_time,India,NY,Finance_Analyst,7617,exempt,False,Operations,False
EMP-00246,Jason Lynn Jr.,2023-04-18,full_time,US,federal,Operations_Staff,4551,non_exempt,True,Finance,False
EMP-00247,Trevor Foley,2021-12-09,full_time,Australia,DE_national,Software_Engineer,8594,exempt,False,Legal,False
EMP-00248,Kimberly Levine,2023-03-27,expatriate,France,federal,Software_Engineer,8619,exempt,False,Operations,False
EMP-00249,Colton Martinez,2025-09-06,part_time,US,DE_national,Finance_Analyst,7405,exempt,False,Finance,False
EMP-00250,Matthew May,2024-06-05,part_time,US,FL,Software_Engineer,8724,exempt,False,Operations,False
EMP-00251,Richard Sanchez,2022-01-26,part_time,India,federal,Operations_Staff,4639,non_exempt,True,Finance,False
EMP-00252,Andrea Hubbard,2022-06-24,expatriate,India,CA,Operations_Staff,4508,non_exempt,True,Finance,False
EMP-00253,Sergio Murphy,2022-03-07,contractor,UK,UK_national,Software_Engineer,8290,exempt,False,Finance,False
EMP-00254,April Garrison,2022-03-02,part_time,India,NY,Finance_Analyst,7896,exempt,False,HR,False
EMP-00255,David Thompson,2024-09-30,contractor,Australia,TX,HR_Manager,7309,exempt,False,Engineering,False
EMP-00256,Adrian Tyler,2022-08-19,expatriate,India,TX,HR_Manager,7386,exempt,False,Legal,False
EMP-00257,Christopher Williams,2025-02-24,expatriate,India,CA,Software_Engineer,8371,exempt,False,Finance,False
EMP-00258,Nichole Alvarez,2025-05-01,part_time,India,DE_national,Data_Analyst,6196,non_exempt,True,HR,False
EMP-00259,Ashley Gordon,2026-03-03,part_time,UK,WA,Data_Analyst,6864,non_exempt,True,Engineering,False
EMP-00260,Richard Camacho,2024-01-19,full_time,India,TX,Finance_Analyst,7911,exempt,False,Operations,False
EMP-00261,Victor Brown,2023-11-02,part_time,Germany,TX,Data_Analyst,6738,non_exempt,True,Operations,False
EMP-00262,Michael Henry,2025-12-28,expatriate,India,FL,Software_Engineer,8992,exempt,False,Operations,False
EMP-00263,Bobby Franklin,2021-10-08,contractor,Singapore,FL,Finance_Analyst,7846,exempt,False,HR,False
EMP-00264,Mark Kelley,2023-01-25,expatriate,France,federal,HR_Manager,7394,exempt,False,Legal,False
EMP-00265,Kerry Chavez DDS,2021-12-09,expatriate,Canada,UK_national,Operations_Staff,4214,non_exempt,True,Legal,False
EMP-00266,Sarah Curtis,2025-04-15,part_time,France,TX,Operations_Staff,4593,non_exempt,True,Finance,False
EMP-00267,Cindy Hayes,2022-08-02,expatriate,India,NY,Software_Engineer,8728,exempt,False,Legal,False
EMP-00268,Jesse Perry,2021-12-01,contractor,UK,TX,Software_Engineer,8279,exempt,False,Operations,False
EMP-00269,Maurice Brooks,2022-03-16,part_time,Australia,NY,Finance_Analyst,8269,exempt,False,HR,False
EMP-00270,Andrea Decker,2021-11-28,contractor,US,UK_national,Operations_Staff,3754,non_exempt,True,Operations,False
EMP-00271,Parker Cain,2024-03-22,contractor,France,UK_national,Finance_Analyst,7383,exempt,False,Finance,False
EMP-00272,Kristina Rivera,2022-01-20,full_time,India,NY,Data_Analyst,6859,non_exempt,True,Finance,False
EMP-00273,Maurice Christensen,2025-10-13,part_time,US,WA,Data_Analyst,6939,non_exempt,True,Operations,False
EMP-00274,Tracy Burke,2023-03-15,expatriate,Singapore,CA,Data_Analyst,6927,non_exempt,True,Engineering,False
EMP-00275,Christy Douglas,2022-07-25,contractor,France,TX,Software_Engineer,8561,exempt,False,Legal,False
EMP-00276,Ryan Richardson,2025-04-03,expatriate,UK,WA,Finance_Analyst,7543,exempt,False,Finance,False
EMP-00277,Renee Bruce,2026-04-25,full_time,France,UK_national,Software_Engineer,8654,exempt,False,Legal,False
EMP-00278,Lisa Day,2021-07-28,full_time,UK,DE_national,Operations_Staff,4311,non_exempt,True,Legal,False
EMP-00279,Sandra Adams,2022-05-06,part_time,Germany,WA,Software_Engineer,8439,exempt,False,Engineering,False
EMP-00280,Ellen Morgan,2021-06-22,contractor,France,UK_national,Finance_Analyst,7491,exempt,False,Engineering,False
EMP-00281,Kylie Morales,2022-02-25,contractor,UK,CA,Finance_Analyst,7699,exempt,False,Operations,False
EMP-00282,Amanda Reese,2022-07-08,expatriate,India,WA,Software_Engineer,8765,exempt,False,Engineering,False
EMP-00283,Glen Wood,2025-01-18,full_time,India,FL,HR_Manager,7450,exempt,False,Engineering,False
EMP-00284,Latoya Miller,2021-09-15,contractor,Germany,CA,Finance_Analyst,7660,exempt,False,Legal,False
EMP-00285,Luke Craig,2022-10-20,part_time,Singapore,DE_national,HR_Manager,7346,exempt,False,HR,False
EMP-00286,Karla Ramos,2022-10-22,full_time,Singapore,CA,Data_Analyst,6300,non_exempt,True,HR,False
EMP-00287,Ashley Jordan,2022-11-10,part_time,US,federal,Software_Engineer,8955,exempt,False,Finance,False
EMP-00288,Katelyn Estrada,2021-09-01,expatriate,Singapore,WA,Finance_Analyst,7337,exempt,False,HR,False
EMP-00289,Kyle Smith,2022-12-13,contractor,US,federal,HR_Manager,6979,exempt,False,Engineering,False
EMP-00290,Chad Scott,2023-01-31,expatriate,Australia,DE_national,HR_Manager,7616,exempt,False,Operations,False
EMP-00291,Paul Thompson,2023-05-06,part_time,Singapore,DE_national,HR_Manager,7076,exempt,False,Legal,False
EMP-00292,Kathryn Whitaker,2025-06-22,full_time,Australia,NY,HR_Manager,7140,exempt,False,Legal,False
EMP-00293,Scott Williams,2021-07-15,contractor,India,NY,Data_Analyst,6081,non_exempt,True,Finance,False
EMP-00294,Shannon Johnston,2024-04-23,contractor,Singapore,UK_national,HR_Manager,6870,exempt,False,Operations,False
EMP-00295,Jennifer Wilson,2021-07-19,expatriate,US,federal,HR_Manager,7329,exempt,False,Operations,False
EMP-00296,Robert Montgomery,2025-08-08,full_time,UK,UK_national,HR_Manager,7072,exempt,False,Legal,False
EMP-00297,Anita Richard,2022-08-29,full_time,Germany,DE_national,Data_Analyst,6035,non_exempt,True,HR,False
EMP-00298,Kelly Foster,2022-12-29,part_time,India,federal,Software_Engineer,8392,exempt,False,Legal,False
EMP-00299,Gary Jackson,2023-12-30,part_time,Singapore,federal,Software_Engineer,8380,exempt,False,Operations,False
EMP-00300,Jordan Bullock,2023-03-10,part_time,India,UK_national,Software_Engineer,8321,exempt,False,Finance,False
EMP-00301,Sabrina Briggs,2022-08-16,full_time,US,TX,Data_Analyst,6511,non_exempt,True,Legal,False
EMP-00302,Craig Morrison,2025-03-30,full_time,Canada,WA,Operations_Staff,4420,non_exempt,True,Operations,False
EMP-00303,Cassandra Mejia,2023-11-30,contractor,Singapore,FL,Data_Analyst,6125,non_exempt,True,HR,False
EMP-00304,Olivia Cole,2026-01-23,expatriate,Germany,DE_national,Software_Engineer,8089,exempt,False,Finance,False
EMP-00305,Madison Weber,2025-10-06,full_time,Canada,WA,HR_Manager,7571,exempt,False,HR,False
EMP-00306,Brittany Jones,2023-08-27,contractor,France,NY,Data_Analyst,6205,non_exempt,True,HR,False
EMP-00307,Donald Brown,2023-12-24,expatriate,US,federal,Data_Analyst,6567,non_exempt,True,Legal,False
EMP-00308,Jesse Brown,2025-08-07,expatriate,Germany,NY,HR_Manager,6767,exempt,False,Finance,False
EMP-00309,Sean Wyatt,2024-07-08,expatriate,Australia,UK_national,Operations_Staff,4543,non_exempt,True,Legal,False
EMP-00310,Julie Spencer,2025-05-26,part_time,India,NY,Software_Engineer,8460,exempt,False,Operations,False
EMP-00311,Joanna Pacheco,2024-09-13,contractor,Germany,TX,Finance_Analyst,8086,exempt,False,HR,False
EMP-00312,John Hernandez,2021-10-01,full_time,UK,TX,Operations_Staff,4011,non_exempt,True,HR,False
EMP-00313,Steven Cooper,2025-01-05,contractor,France,federal,Data_Analyst,6970,non_exempt,True,Legal,False
EMP-00314,Carrie Wright,2023-08-19,full_time,Canada,FL,HR_Manager,7350,exempt,False,Legal,False
EMP-00315,Joseph Moore,2023-04-22,part_time,Canada,NY,HR_Manager,7214,exempt,False,HR,False
EMP-00316,Jason Morgan,2024-06-06,part_time,Germany,federal,Finance_Analyst,8162,exempt,False,Legal,False
EMP-00317,Maria Jones,2021-11-30,full_time,UK,CA,Software_Engineer,8971,exempt,False,Legal,False
EMP-00318,Diane Cummings,2024-09-21,part_time,Australia,CA,HR_Manager,7209,exempt,False,Legal,False
EMP-00319,Shelley Cook,2024-05-10,contractor,Singapore,FL,HR_Manager,7524,exempt,False,Operations,False
EMP-00320,Gregory Ponce,2024-12-07,expatriate,UK,CA,HR_Manager,6861,exempt,False,Operations,False
EMP-00321,Kurt Hurley,2022-12-28,expatriate,Singapore,FL,Operations_Staff,4048,non_exempt,True,Legal,False
EMP-00322,Rickey Li,2024-10-16,contractor,India,federal,Data_Analyst,6998,non_exempt,True,Operations,False
EMP-00323,Nancy Jennings,2024-01-28,contractor,UK,federal,Data_Analyst,6247,non_exempt,True,Operations,False
EMP-00324,Jessica Cox,2023-04-04,contractor,Singapore,FL,Software_Engineer,8144,exempt,False,Engineering,False
EMP-00325,Daniel Meza,2023-11-15,contractor,Australia,UK_national,Software_Engineer,8254,exempt,False,HR,False
EMP-00326,Chad Jones,2025-08-30,contractor,France,TX,HR_Manager,7210,exempt,False,Legal,False
EMP-00327,Randy Conley,2025-11-10,expatriate,Canada,DE_national,Operations_Staff,3723,non_exempt,True,Engineering,False
EMP-00328,George Miranda,2022-02-05,expatriate,France,FL,Operations_Staff,4297,non_exempt,True,Finance,False
EMP-00329,Christopher Guerra,2025-04-19,full_time,Canada,DE_national,Software_Engineer,8611,exempt,False,Operations,False
EMP-00330,Carol Kim,2023-07-01,full_time,UK,UK_national,HR_Manager,6837,exempt,False,Finance,False
EMP-00331,Cynthia Wallace,2022-11-13,expatriate,India,CA,HR_Manager,7110,exempt,False,Engineering,False
EMP-00332,Joann Ferguson,2022-12-28,part_time,India,WA,Finance_Analyst,7375,exempt,False,Operations,False
EMP-00333,Julie Conley,2023-04-13,expatriate,Canada,NY,Finance_Analyst,7431,exempt,False,Engineering,False
EMP-00334,Victoria Murray,2022-11-07,contractor,India,federal,Operations_Staff,4473,non_exempt,True,HR,False
EMP-00335,Joseph Burch,2025-07-11,expatriate,US,CA,Data_Analyst,6039,non_exempt,True,HR,False
EMP-00336,Brenda Wright,2024-08-24,expatriate,Singapore,TX,HR_Manager,7320,exempt,False,Legal,False
EMP-00337,Kristen Garcia,2025-09-02,contractor,India,TX,Data_Analyst,6402,non_exempt,True,Legal,False
EMP-00338,Dominique Hines,2022-10-22,contractor,Singapore,WA,HR_Manager,7186,exempt,False,Engineering,False
EMP-00339,Brittany Kim,2026-03-05,contractor,UK,UK_national,HR_Manager,7297,exempt,False,Finance,False
EMP-00340,Jerry Bailey,2021-07-29,expatriate,Canada,FL,Software_Engineer,8738,exempt,False,Engineering,False
EMP-00341,Jonathan Young,2026-06-01,expatriate,Germany,UK_national,Finance_Analyst,7451,exempt,False,HR,False
EMP-00342,Alfred Galvan,2025-08-21,full_time,France,CA,Software_Engineer,8451,exempt,False,Finance,False
EMP-00343,Raven Taylor,2022-11-16,part_time,Australia,FL,Operations_Staff,4120,non_exempt,True,Legal,False
EMP-00344,Melissa Taylor,2024-12-20,expatriate,US,TX,Finance_Analyst,7831,exempt,False,HR,False
EMP-00345,Aaron Miller,2022-09-21,contractor,Singapore,UK_national,Finance_Analyst,7621,exempt,False,HR,True
EMP-00346,Kimberly Acosta,2024-01-30,contractor,India,WA,Operations_Staff,4324,non_exempt,True,Operations,False
EMP-00347,Dwayne Turner,2021-09-06,part_time,Canada,WA,Data_Analyst,6230,non_exempt,True,Finance,False
EMP-00348,Riley Bryant,2021-12-30,part_time,Singapore,federal,HR_Manager,7191,exempt,False,Finance,False
EMP-00349,Linda Smith,2024-01-08,contractor,Canada,NY,Finance_Analyst,7887,exempt,False,Legal,False
EMP-00350,Charles Patterson,2024-07-07,expatriate,India,TX,Operations_Staff,3997,non_exempt,True,Engineering,False
EMP-00351,Jason Beck,2021-11-14,full_time,India,DE_national,HR_Manager,7371,exempt,False,Finance,False
EMP-00352,Andrea Fox,2023-12-24,part_time,France,WA,Operations_Staff,4655,non_exempt,True,Legal,False
EMP-00353,Kristen Myers DDS,2024-08-14,part_time,UK,FL,HR_Manager,6948,exempt,False,Engineering,False
EMP-00354,Mrs. Alexis Kramer,2023-03-02,part_time,France,CA,Finance_Analyst,7402,exempt,False,Operations,False
EMP-00355,Lori Ingram,2025-02-12,expatriate,UK,TX,HR_Manager,6705,exempt,False,Legal,False
EMP-00356,Andrew Payne,2025-07-05,expatriate,Singapore,DE_national,Data_Analyst,6666,non_exempt,True,HR,False
EMP-00357,Richard Marshall,2024-12-01,contractor,Canada,CA,HR_Manager,7629,exempt,False,Engineering,False
EMP-00358,Robin Brown,2025-04-28,part_time,US,TX,Finance_Analyst,7727,exempt,False,HR,False
EMP-00359,Edward Williams,2022-06-10,expatriate,Singapore,TX,Software_Engineer,8959,exempt,False,Finance,False
EMP-00360,Timothy Robertson,2026-05-22,full_time,Canada,NY,Software_Engineer,8950,exempt,False,Finance,False
EMP-00361,Dawn Mullins,2022-05-25,expatriate,Singapore,TX,HR_Manager,7571,exempt,False,Legal,False
EMP-00362,Richard Glenn,2023-02-07,contractor,France,NY,Operations_Staff,4038,non_exempt,True,HR,False
EMP-00363,Jacob Preston,2025-02-27,contractor,Germany,CA,Operations_Staff,4454,non_exempt,True,Finance,False
EMP-00364,Jasmine Beltran,2023-12-04,part_time,Germany,UK_national,HR_Manager,7546,exempt,False,Operations,False
EMP-00365,Tim Stone PhD,2025-01-28,contractor,UK,UK_national,Finance_Analyst,7985,exempt,False,Engineering,False
EMP-00366,Lance Short,2024-03-03,part_time,Singapore,federal,Data_Analyst,6958,non_exempt,True,HR,False
EMP-00367,Bobby Guerrero,2022-12-22,contractor,Australia,FL,Software_Engineer,8457,exempt,False,Finance,False
EMP-00368,Jessica Norris,2023-03-14,contractor,US,WA,HR_Manager,7369,exempt,False,Finance,False
EMP-00369,Sergio Gomez,2026-06-07,full_time,UK,DE_national,Data_Analyst,6314,non_exempt,True,HR,False
EMP-00370,William Gould,2021-10-26,contractor,UK,WA,Operations_Staff,4076,non_exempt,True,Legal,False
EMP-00371,Heidi Owen,2024-11-02,part_time,Germany,DE_national,Data_Analyst,6156,non_exempt,True,Operations,False
EMP-00372,Brenda Lawson,2025-05-07,contractor,Australia,DE_national,Finance_Analyst,8075,exempt,False,Legal,False
EMP-00373,Austin Osborne,2023-04-10,part_time,UK,DE_national,Data_Analyst,6540,non_exempt,True,Finance,False
EMP-00374,Keith Jacobs,2024-11-01,full_time,US,FL,Software_Engineer,8586,exempt,False,Legal,False
EMP-00375,Jacqueline Hines,2024-04-23,part_time,India,DE_national,Data_Analyst,6119,non_exempt,True,HR,False
EMP-00376,Jennifer Banks,2022-09-09,expatriate,UK,DE_national,Finance_Analyst,8128,exempt,False,Engineering,False
EMP-00377,Noah Porter,2023-05-18,part_time,Australia,DE_national,Operations_Staff,4277,non_exempt,True,Engineering,False
EMP-00378,Deborah Green,2023-09-03,expatriate,Canada,CA,Finance_Analyst,7705,exempt,False,Finance,False
EMP-00379,Donna Hendricks DDS,2022-01-20,part_time,UK,CA,Software_Engineer,8433,exempt,False,Finance,False
EMP-00380,Jodi Roach,2023-09-01,full_time,UK,DE_national,Software_Engineer,8032,exempt,False,Finance,False
EMP-00381,Michael Bruce,2023-01-15,part_time,Germany,UK_national,Operations_Staff,4083,non_exempt,True,Operations,False
EMP-00382,Austin Daniels,2025-11-24,expatriate,Australia,NY,Operations_Staff,4399,non_exempt,True,Legal,False
EMP-00383,Michelle Ho,2024-08-18,contractor,UK,TX,Data_Analyst,6550,non_exempt,True,Operations,False
EMP-00384,Katie Martinez,2022-06-12,part_time,France,CA,Finance_Analyst,8074,exempt,False,Engineering,False
EMP-00385,Richard Johnson,2024-03-18,expatriate,Australia,UK_national,HR_Manager,7543,exempt,False,HR,False
EMP-00386,Robert Arnold,2024-07-02,expatriate,India,TX,Data_Analyst,6282,non_exempt,True,HR,False
EMP-00387,Eric Key,2025-01-13,full_time,Australia,CA,Software_Engineer,8246,exempt,False,HR,False
EMP-00388,Patricia Morrow,2021-10-23,full_time,US,DE_national,Software_Engineer,8612,exempt,False,Engineering,True
EMP-00389,Maria Cole,2024-11-03,full_time,Australia,DE_national,Data_Analyst,6239,non_exempt,True,Legal,False
EMP-00390,Shawn Deleon,2024-08-22,full_time,Germany,WA,Data_Analyst,6239,non_exempt,True,Legal,False
EMP-00391,Vincent Reynolds,2025-12-29,contractor,France,WA,HR_Manager,7597,exempt,False,HR,False
EMP-00392,Caleb Hernandez,2022-04-07,part_time,Australia,WA,Finance_Analyst,7581,exempt,False,Engineering,False
EMP-00393,Michael Reed,2026-02-23,part_time,Australia,DE_national,Finance_Analyst,7348,exempt,False,Finance,False
EMP-00394,Sarah King,2024-08-13,contractor,Australia,UK_national,Operations_Staff,3852,non_exempt,True,Finance,False
EMP-00395,Beth Turner,2024-02-10,part_time,Singapore,FL,Operations_Staff,4569,non_exempt,True,HR,False
EMP-00396,Caroline David,2022-03-19,part_time,Singapore,CA,HR_Manager,7275,exempt,False,Operations,False
EMP-00397,Michelle Jacobs,2025-08-27,part_time,Australia,FL,Operations_Staff,3961,non_exempt,True,HR,False
EMP-00398,Samantha Johnson,2021-09-02,full_time,Singapore,federal,HR_Manager,6794,exempt,False,Legal,False
EMP-00399,Laura Curtis,2025-04-11,full_time,Canada,UK_national,Data_Analyst,6689,non_exempt,True,Legal,False
EMP-00400,Mark Jimenez,2024-07-30,full_time,UK,FL,Finance_Analyst,8123,exempt,False,Legal,False
EMP-00401,Tyler Webb,2025-06-19,part_time,Singapore,FL,Finance_Analyst,8190,exempt,False,Finance,False
EMP-00402,Elizabeth Jones,2021-09-28,full_time,France,FL,HR_Manager,7685,exempt,False,Engineering,False
EMP-00403,John Harris,2024-06-22,part_time,France,UK_national,Operations_Staff,4637,non_exempt,True,HR,False
EMP-00404,Nathan Gross,2025-09-29,contractor,Canada,UK_national,Finance_Analyst,7777,exempt,False,Legal,False
EMP-00405,Bianca Wood,2024-04-01,contractor,Canada,federal,HR_Manager,7225,exempt,False,Operations,False
EMP-00406,John Adams,2022-09-06,full_time,Singapore,federal,Operations_Staff,4636,non_exempt,True,HR,False
EMP-00407,Dylan Cruz,2024-07-08,contractor,Australia,CA,HR_Manager,7276,exempt,False,HR,False
EMP-00408,Sean Moore,2023-01-29,full_time,Canada,UK_national,Data_Analyst,6302,non_exempt,True,HR,False
EMP-00409,Emily Hines,2023-12-07,contractor,France,UK_national,Data_Analyst,6583,non_exempt,True,HR,False
EMP-00410,Kathleen Parker,2021-07-23,contractor,Canada,DE_national,Operations_Staff,4689,non_exempt,True,Operations,False
EMP-00411,Kathy Levy,2022-07-08,part_time,India,TX,Operations_Staff,3843,non_exempt,True,Legal,False
EMP-00412,Anthony Simpson,2025-11-08,part_time,US,CA,Operations_Staff,4559,non_exempt,True,Engineering,False
EMP-00413,Julie Herrera,2025-09-04,full_time,Australia,TX,Software_Engineer,8862,exempt,False,HR,False
EMP-00414,Stephen Luna,2025-04-05,part_time,US,FL,Software_Engineer,8517,exempt,False,Operations,False
EMP-00415,James Hudson,2022-06-01,full_time,Singapore,DE_national,HR_Manager,6716,exempt,False,Engineering,False
EMP-00416,Angel Gordon,2025-04-06,expatriate,US,CA,Finance_Analyst,7842,exempt,False,Finance,False
EMP-00417,William Becker,2022-01-13,contractor,US,UK_national,Finance_Analyst,8125,exempt,False,HR,False
EMP-00418,Jennifer Norton,2023-02-20,full_time,Germany,FL,Software_Engineer,8196,exempt,False,Legal,False
EMP-00419,Nicole Gonzalez,2023-12-27,contractor,India,WA,Finance_Analyst,8114,exempt,False,Operations,False
EMP-00420,Amber Taylor,2023-02-09,contractor,Australia,DE_national,Software_Engineer,8578,exempt,False,HR,False
EMP-00421,Jesus Obrien,2024-01-08,contractor,UK,CA,Data_Analyst,6095,non_exempt,True,Operations,False
EMP-00422,Louis Martin,2026-05-24,expatriate,Singapore,CA,Operations_Staff,4352,non_exempt,True,Engineering,False
EMP-00423,Elizabeth Rogers,2025-08-01,full_time,Singapore,UK_national,Data_Analyst,6660,non_exempt,True,Finance,False
EMP-00424,Michelle Evans,2025-07-09,full_time,US,FL,Finance_Analyst,7516,exempt,False,Legal,False
EMP-00425,Michael Whitney,2024-05-11,contractor,US,NY,Operations_Staff,4400,non_exempt,True,Finance,False
EMP-00426,Molly Watts,2021-07-29,full_time,Germany,federal,Finance_Analyst,7316,exempt,False,HR,False
EMP-00427,Walter Patton,2025-04-28,part_time,Australia,NY,Finance_Analyst,7606,exempt,False,HR,False
EMP-00428,Mikayla Silva,2022-04-18,part_time,Australia,federal,Finance_Analyst,7693,exempt,False,HR,False
EMP-00429,Lisa Randall,2022-03-07,contractor,US,NY,Software_Engineer,8447,exempt,False,HR,False
EMP-00430,Amanda Vaughan,2021-12-28,contractor,Australia,federal,Software_Engineer,8030,exempt,False,Finance,False
EMP-00431,Erik Hernandez,2024-11-22,expatriate,France,federal,Operations_Staff,4266,non_exempt,True,Operations,False
EMP-00432,Reginald Knapp,2025-10-21,part_time,Australia,NY,Operations_Staff,4490,non_exempt,True,Legal,False
EMP-00433,Amy Taylor,2022-06-24,part_time,UK,NY,HR_Manager,6974,exempt,False,HR,False
EMP-00434,Matthew Fox,2023-01-04,part_time,Australia,federal,Operations_Staff,4069,non_exempt,True,Engineering,False
EMP-00435,Thomas Peterson,2023-03-19,full_time,Canada,DE_national,Software_Engineer,8368,exempt,False,Finance,False
EMP-00436,Michelle Schneider,2024-11-27,part_time,UK,TX,Software_Engineer,8441,exempt,False,Operations,False
EMP-00437,Cheryl Wright,2024-03-26,expatriate,UK,CA,Finance_Analyst,7391,exempt,False,Finance,False
EMP-00438,William Evans,2022-11-20,full_time,India,UK_national,Finance_Analyst,7312,exempt,False,Finance,False
EMP-00439,Michael Stewart,2023-03-09,expatriate,UK,FL,Operations_Staff,4285,non_exempt,True,Legal,False
EMP-00440,Rebecca Hill,2022-01-19,expatriate,Germany,TX,Data_Analyst,6275,non_exempt,True,Finance,False
EMP-00441,Jamie Baird,2025-07-14,expatriate,Germany,NY,HR_Manager,6871,exempt,False,Operations,False
EMP-00442,Regina Roberts,2022-11-18,expatriate,Canada,DE_national,HR_Manager,7501,exempt,False,Engineering,False
EMP-00443,Hannah Ramos,2022-09-22,contractor,France,DE_national,HR_Manager,7308,exempt,False,Legal,False
EMP-00444,Dale Ryan,2026-02-08,expatriate,UK,TX,Data_Analyst,6311,non_exempt,True,Engineering,False
EMP-00445,Breanna Gilbert,2024-05-17,contractor,Australia,federal,Operations_Staff,4150,non_exempt,True,Finance,False
EMP-00446,Michael Schmidt,2024-08-18,part_time,Canada,federal,Operations_Staff,4317,non_exempt,True,HR,False
EMP-00447,Jason Love,2021-12-11,contractor,Germany,UK_national,Operations_Staff,4691,non_exempt,True,Finance,False
EMP-00448,Abigail Pierce,2026-02-01,expatriate,France,federal,HR_Manager,7085,exempt,False,Finance,False
EMP-00449,Timothy Johns,2023-10-30,contractor,UK,FL,Operations_Staff,4306,non_exempt,True,Legal,False
EMP-00450,Victor Morris,2024-09-02,full_time,Singapore,FL,Data_Analyst,6448,non_exempt,True,Finance,False
EMP-00451,Ann Andrews,2024-02-13,expatriate,Singapore,TX,Software_Engineer,8648,exempt,False,Finance,False
EMP-00452,Taylor Gentry,2022-04-26,contractor,Germany,UK_national,Data_Analyst,6808,non_exempt,True,Operations,False
EMP-00453,Casey Gillespie,2026-06-05,expatriate,Singapore,UK_national,Software_Engineer,8547,exempt,False,Legal,False
EMP-00454,Jon Zuniga,2026-04-02,full_time,India,NY,Operations_Staff,3811,non_exempt,True,HR,False
EMP-00455,Sherri Smith,2024-04-13,part_time,US,UK_national,HR_Manager,7690,exempt,False,Finance,False
EMP-00456,William Mitchell,2026-05-22,full_time,US,NY,Operations_Staff,3964,non_exempt,True,HR,False
EMP-00457,Kathleen Mays,2025-09-12,part_time,Singapore,federal,Finance_Analyst,7700,exempt,False,Operations,False
EMP-00458,Corey Rodriguez,2022-04-03,part_time,India,CA,Finance_Analyst,7794,exempt,False,Engineering,False
EMP-00459,David Lopez,2025-02-15,expatriate,UK,NY,HR_Manager,7551,exempt,False,HR,False
EMP-00460,Laura Todd,2022-04-27,contractor,India,DE_national,HR_Manager,7503,exempt,False,HR,False
EMP-00461,Stephanie Wilcox,2024-01-07,expatriate,India,DE_national,Finance_Analyst,7399,exempt,False,Operations,False
EMP-00462,Michael Lopez,2022-02-22,contractor,UK,WA,Operations_Staff,3745,non_exempt,True,Engineering,False
EMP-00463,David Green,2022-08-15,contractor,UK,TX,Software_Engineer,8952,exempt,False,HR,False
EMP-00464,Tiffany Turner,2025-01-20,part_time,Germany,federal,Finance_Analyst,7873,exempt,False,Operations,False
EMP-00465,Matthew Schwartz,2021-10-02,part_time,Australia,TX,Operations_Staff,3890,non_exempt,True,Operations,False
EMP-00466,Eric Sullivan,2023-12-15,full_time,France,DE_national,Operations_Staff,4306,non_exempt,True,Operations,False
EMP-00467,Michele Collins,2022-01-11,full_time,France,FL,Operations_Staff,3985,non_exempt,True,Engineering,False
EMP-00468,Elizabeth Mendez,2022-07-16,full_time,Germany,federal,Finance_Analyst,7633,exempt,False,HR,False
EMP-00469,Christian Adkins,2024-06-21,full_time,Canada,DE_national,Operations_Staff,4240,non_exempt,True,Finance,False
EMP-00470,Joshua Ruiz,2024-02-17,expatriate,Australia,NY,Finance_Analyst,7656,exempt,False,Finance,False
EMP-00471,Colleen Wright,2025-03-20,part_time,Canada,NY,Operations_Staff,4388,non_exempt,True,HR,False
EMP-00472,Angela Griffin,2024-12-17,full_time,France,WA,HR_Manager,6819,exempt,False,HR,False
EMP-00473,Justin Brown,2024-03-07,part_time,Australia,UK_national,HR_Manager,7310,exempt,False,HR,False
EMP-00474,Laura Hernandez,2023-01-31,expatriate,Australia,TX,Finance_Analyst,7798,exempt,False,Legal,False
EMP-00475,Audrey Harris,2024-05-10,part_time,Singapore,WA,Data_Analyst,6143,non_exempt,True,HR,False
EMP-00476,Jordan Stokes,2023-09-16,expatriate,US,federal,HR_Manager,7674,exempt,False,Engineering,False
EMP-00477,Joyce Brown,2023-10-03,part_time,France,UK_national,Operations_Staff,4686,non_exempt,True,Legal,False
EMP-00478,Miranda Foster,2025-07-10,expatriate,Australia,DE_national,Finance_Analyst,7725,exempt,False,Operations,False
EMP-00479,Laura Williams,2023-03-02,part_time,UK,CA,Operations_Staff,4514,non_exempt,True,HR,False
EMP-00480,Zachary Michael,2021-10-15,full_time,Canada,FL,HR_Manager,7250,exempt,False,Finance,False
EMP-00481,Amanda Ortiz,2025-04-15,expatriate,Singapore,NY,Data_Analyst,6586,non_exempt,True,Engineering,False
EMP-00482,Veronica Brewer,2023-07-18,contractor,US,DE_national,HR_Manager,7259,exempt,False,HR,False
EMP-00483,Janet Kane DVM,2023-04-27,full_time,France,WA,Operations_Staff,4595,non_exempt,True,Engineering,False
EMP-00484,Mary Ryan,2024-09-16,contractor,India,NY,Operations_Staff,4149,non_exempt,True,Engineering,False
EMP-00485,Christopher Medina,2024-02-01,part_time,India,UK_national,Data_Analyst,6169,non_exempt,True,Legal,False
EMP-00486,Courtney Smith,2021-07-22,part_time,France,CA,Data_Analyst,6583,non_exempt,True,Finance,False
